         208441 function calls (201061 primitive calls) in 0.386 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 dates.py:1120(DateLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1196(RRuleLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1272(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1505(YearLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1555(MonthLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1582(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1609(DayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1637(HourLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1662(MinuteLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1687(SecondLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1711(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1826(DateConverter)
        1    0.000    0.000    0.000    0.000 dates.py:1887(ConciseDateConverter)
        1    0.000    0.000    0.000    0.000 dates.py:1914(_SwitchableDateConverter)
        1    0.000    0.000    0.000    0.000 dates.py:205(__getattr__)
        1    0.000    0.000    0.000    0.000 dates.py:627(DateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:658(ConciseDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:879(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:999(rrulewrapper)
        1    0.000    0.000    0.002    0.002 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1114(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:1183(IsoCalendarDate)
        1    0.000    0.000    0.000    0.000 datetime.py:1214(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1239(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2185(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:2205(_create)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:397(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:414(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:442(timedelta)
        3    0.000    0.000    0.000    0.000 datetime.py:46(_days_before_year)
       12    0.000    0.000    0.000    0.000 datetime.py:461(__new__)
        5    0.000    0.000    0.000    0.000 datetime.py:51(_days_in_month)
        2    0.000    0.000    0.000    0.000 datetime.py:634(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:762(date)
        2    0.000    0.000    0.000    0.000 datetime.py:792(__new__)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decimal.py:1(<module>)
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        2    0.000    0.000    0.003    0.001 decoder.py:332(decode)
        2    0.001    0.000    0.003    0.001 decoder.py:343(raw_decode)
        1    0.000    0.000    0.000    0.000 decomp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decorator.py:1(<module>)
       11    0.000    0.000    0.000    0.000 decorator.py:127(update)
       11    0.000    0.000    0.001    0.000 decorator.py:144(make)
       11    0.000    0.000    0.000    0.000 decorator.py:152(<listcomp>)
       11    0.000    0.000    0.002    0.000 decorator.py:177(create)
       22    0.000    0.000    0.000    0.000 decorator.py:195(<genexpr>)
        9    0.000    0.000    0.002    0.000 decorator.py:200(decorate)
        2    0.000    0.000    0.000    0.000 decorator.py:215(decorator)
        1    0.000    0.000    0.000    0.000 decorator.py:254(ContextManager)
        1    0.000    0.000    0.000    0.000 decorator.py:46(get_init)
        1    0.000    0.000    0.000    0.000 decorator.py:65(FunctionMaker)
       11    0.000    0.000    0.001    0.000 decorator.py:75(__init__)
        1    0.000    0.000    0.000    0.000 decorators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:107(skipif)
        1    0.000    0.000    0.001    0.001 defchararray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1804(chararray)
        1    0.000    0.000    0.005    0.005 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 dep_util.py:1(<module>)
        1    0.000    0.000    0.002    0.002 depends.py:1(<module>)
        1    0.000    0.000    0.000    0.000 depends.py:161(_update_globals)
        1    0.000    0.000    0.000    0.000 depends.py:17(Require)
        3    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
      101    0.001    0.000    0.004    0.000 deprecation.py:128(deprecate)
        8    0.000    0.000    0.000    0.000 deprecation.py:139(finalize)
       30    0.000    0.000    0.000    0.000 deprecation.py:154(_deprecated_property)
       20    0.000    0.000    0.000    0.000 deprecation.py:171(__set_name__)
       30    0.000    0.000    0.000    0.000 deprecation.py:176(finalize)
       63    0.000    0.000    0.001    0.000 deprecation.py:187(finalize)
        1    0.000    0.000    0.000    0.000 deprecation.py:20(MatplotlibDeprecationWarning)
      101    0.000    0.000    0.000    0.000 deprecation.py:205(<listcomp>)
        1    0.000    0.000    0.000    0.000 deprecation.py:223(deprecate_privatize_attribute)
       10    0.000    0.000    0.000    0.000 deprecation.py:239(__init__)
       10    0.000    0.000    0.000    0.000 deprecation.py:242(__set_name__)
       16    0.000    0.000    0.000    0.000 deprecation.py:257(rename_parameter)
        1    0.000    0.000    0.000    0.000 deprecation.py:27(_DeprecationHelperStr)
        1    0.000    0.000    0.000    0.000 deprecation.py:308(_deprecated_parameter_class)
       19    0.000    0.000    0.001    0.000 deprecation.py:316(delete_parameter)
        1    0.000    0.000    0.000    0.000 deprecation.py:34(__init__)
       14    0.000    0.000    0.000    0.000 deprecation.py:350(<genexpr>)
        6    0.000    0.000    0.000    0.000 deprecation.py:363(<listcomp>)
        1    0.000    0.000    0.000    0.000 deprecation.py:37(__call__)
      100    0.001    0.000    0.007    0.000 deprecation.py:416(make_keyword_only)
       50    0.000    0.000    0.000    0.000 deprecation.py:440(<listcomp>)
       50    0.000    0.000    0.001    0.000 deprecation.py:457(<listcomp>)
        6    0.000    0.000    0.000    0.000 deprecation.py:506(suppress_matplotlib_deprecation_warning)
      407    0.000    0.000    0.000    0.000 deprecation.py:7(_deprecated)
        1    0.000    0.000    0.000    0.000 deprecation.py:77(_decorate_fun)
        1    0.000    0.000    0.000    0.000 deprecation.py:8(deprecated)
      407    0.001    0.000    0.005    0.000 deprecation.py:9(wrap)
      101    0.000    0.000    0.000    0.000 deprecation.py:99(deprecated)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:1666(HtmlDiff)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:724(Differ)
        1    0.000    0.000    0.000    0.000 dir_util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 discovery.py:1(<module>)
        1    0.000    0.000    0.000    0.000 discovery.py:132(PackageFinder)
        1    0.000    0.000    0.000    0.000 discovery.py:173(PEP420PackageFinder)
        1    0.000    0.000    0.000    0.000 discovery.py:179(ModuleFinder)
        1    0.000    0.000    0.000    0.000 discovery.py:202(FlatLayoutPackageFinder)
       34    0.000    0.000    0.000    0.000 discovery.py:242(<genexpr>)
        1    0.000    0.000    0.000    0.000 discovery.py:253(FlatLayoutModuleFinder)
        1    0.000    0.000    0.000    0.000 discovery.py:288(ConfigDiscovery)
        1    0.000    0.000    0.000    0.000 discovery.py:78(_Finder)
        1    0.000    0.000    0.006    0.006 disk.py:1(<module>)
        2    0.000    0.000    0.086    0.043 dist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dist.py:1029(DistributionMetadata)
        1    0.000    0.000    0.000    0.000 dist.py:120(<listcomp>)
        1    0.000    0.000    0.000    0.000 dist.py:1224(DistDeprecationWarning)
        1    0.000    0.000    0.000    0.000 dist.py:399(Distribution)
        1    0.000    0.000    0.000    0.000 dist.py:53(Distribution)
        1    0.000    0.000    0.024    0.024 distance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:1635(CDistMetricWrapper)
        1    0.000    0.000    0.000    0.000 distance.py:1662(CDistWeightedMetricWrapper)
        1    0.000    0.000    0.000    0.000 distance.py:1688(PDistMetricWrapper)
        1    0.000    0.000    0.000    0.000 distance.py:1713(PDistWeightedMetricWrapper)
        1    0.000    0.000    0.000    0.000 distance.py:1738(MetricInfo)
       12    0.000    0.000    0.000    0.000 distance.py:1756(<lambda>)
        1    0.000    0.000    0.000    0.000 distance.py:1933(<dictcomp>)
       52    0.000    0.000    0.000    0.000 distance.py:1934(<genexpr>)
        1    0.000    0.000    0.000    0.000 distance.py:1940(<dictcomp>)
        1    0.000    0.000    0.267    0.267 distributions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 doccer.py:1(<module>)
        8    0.000    0.000    0.000    0.000 doccer.py:117(_doc)
        7    0.000    0.000    0.000    0.000 doccer.py:129(extend_notes_in_docstring)
      383    0.029    0.000    0.076    0.000 doccer.py:13(docformat)
        7    0.000    0.000    0.000    0.000 doccer.py:136(_doc)
        3    0.000    0.000    0.000    0.000 doccer.py:153(replace_notes_in_docstring)
        3    0.000    0.000    0.000    0.000 doccer.py:160(_doc)
      392    0.013    0.000    0.022    0.000 doccer.py:180(indentcount_lines)
        1    0.000    0.000    0.000    0.000 doccer.py:205(filldoc)
       32    0.000    0.000    0.005    0.000 doccer.py:225(decorate)
        1    0.000    0.000    0.000    0.000 doccer.py:231(unindent_dict)
       14    0.000    0.000    0.000    0.000 doccer.py:239(unindent_string)
        8    0.000    0.000    0.000    0.000 doccer.py:72(inherit_docstring_from)
        1    0.000    0.000    0.000    0.000 dogbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dop853_coefficients.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dsolve.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dviread.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dviread.py:1034(_LuatexKpsewhich)
       24    0.000    0.000    0.000    0.000 dviread.py:188(_dispatch)
       24    0.000    0.000    0.000    0.000 dviread.py:220(decorate)
       24    0.000    0.000    0.000    0.000 dviread.py:221(<listcomp>)
        1    0.000    0.000    0.000    0.000 dviread.py:238(Dvi)
        1    0.000    0.000    0.000    0.000 dviread.py:573(DviFont)
        1    0.000    0.000    0.000    0.000 dviread.py:65(Text)
        1    0.000    0.000    0.000    0.000 dviread.py:664(Vf)
        1    0.000    0.000    0.000    0.000 dviread.py:782(Tfm)
        1    0.000    0.000    0.000    0.000 dviread.py:831(PsfontsMap)
        1    0.000    0.000    0.003    0.003 dyld.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dylib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 eigen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.001    0.001 encoders.py:1(<module>)
        1    0.001    0.001    0.001    0.001 entities.py:1(<module>)
        6    0.000    0.000    0.000    0.000 enum.py:1026(_decompose)
       13    0.000    0.000    0.000    0.000 enum.py:1049(<lambda>)
      739    0.000    0.000    0.001    0.000 enum.py:12(_is_descriptor)
       53    0.000    0.000    0.001    0.000 enum.py:165(__prepare__)
       53    0.010    0.000    0.018    0.000 enum.py:180(__new__)
       53    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
      921    0.001    0.000    0.001    0.000 enum.py:22(_is_dunder)
       53    0.001    0.000    0.002    0.000 enum.py:222(<setcomp>)
      137    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
        5    0.000    0.000    0.000    0.000 enum.py:260(<genexpr>)
      922    0.001    0.000    0.001    0.000 enum.py:33(_is_sunder)
     8570    0.005    0.000    0.014    0.000 enum.py:359(__call__)
       53    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
      922    0.001    0.000    0.001    0.000 enum.py:44(_is_private)
       17    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
      436    0.000    0.000    0.000    0.000 enum.py:446(<genexpr>)
       18    0.000    0.000    0.000    0.000 enum.py:451(__members__)
     1047    0.002    0.000    0.002    0.000 enum.py:470(__setattr__)
       17    0.000    0.000    0.006    0.000 enum.py:483(_create_)
       13    0.000    0.000    0.005    0.000 enum.py:536(_convert_)
       13    0.000    0.000    0.001    0.000 enum.py:553(<listcomp>)
      139    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
       53    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
      123    0.000    0.000    0.001    0.000 enum.py:579(_get_mixins_)
        1    0.000    0.000    0.000    0.000 enum.py:58(_make_class_unpicklable)
      123    0.000    0.000    0.000    0.000 enum.py:590(_find_data_type)
       53    0.000    0.000    0.001    0.000 enum.py:626(_find_new_)
     8553    0.002    0.000    0.002    0.000 enum.py:678(__new__)
       15    0.000    0.000    0.000    0.000 enum.py:724(_generate_next_value_)
